fund_code,fund_name,base_date,class_label,class_code,account_type,channel,front_load_text,fee_total,fee_distribution,fee_peer_avg,fee_total_cost,chunk_id,page,source_path
KR5120451001,교보악사 파워인덱스증권자투자신탁 2호[주식],2025-06-03,수수료미징구-오프라인형(C1),C1,,오프라인,,1.165,1.0,,,KR5120451001_p5_0009,5,투자설명서 복사본/KR5120451001/R2_KR5120451001.pdf
KR5120451001,교보악사 파워인덱스증권자투자신탁 2호[주식],2025-06-03,수수료선취-온라인형(Ae),Ae,,온라인,,0.275,0.11,,,KR5120451001_p5_0009,5,투자설명서 복사본/KR5120451001/R2_KR5120451001.pdf
KR5120451001,교보악사 파워인덱스증권자투자신탁 2호[주식],2025-06-03,수수료미징구-온라인형(Ce),Ce,,온라인,,0.665,0.5,,,KR5120451001_p5_0009,5,투자설명서 복사본/KR5120451001/R2_KR5120451001.pdf
KR5120451001,교보악사 파워인덱스증권자투자신탁 2호[주식],2025-06-03,수수료미징구 -오프라인-랩 (Cw),Cw,,오프라인,,0.165,,,0.165,KR5120451001_p40_0090,40,투자설명서 복사본/KR5120451001/R2_KR5120451001.pdf
KR5120451001,교보악사 파워인덱스증권자투자신탁 2호[주식],2025-06-03,수수료미징구 -오프라인-주 택마련(C-H),C-H,,오프라인,,0.985,,,0.985,KR5120451001_p40_0090,40,투자설명서 복사본/KR5120451001/R2_KR5120451001.pdf
KR5120451001,교보악사 파워인덱스증권자투자신탁 2호[주식],2025-06-03,수수료미징구 -오프라인-퇴 직연금(C-R),C-R,퇴직연금,오프라인,,0.865,,,0.8671,KR5120451001_p40_0090,40,투자설명서 복사본/KR5120451001/R2_KR5120451001.pdf
KR5120451001,교보악사 파워인덱스증권자투자신탁 2호[주식],2025-06-03,수수료미징구 -온라인-퇴직 연금(C-Re),C-Re,퇴직연금,온라인,,0.515,,,0.5171,KR5120451001_p40_0090,40,투자설명서 복사본/KR5120451001/R2_KR5120451001.pdf
KR5122420005,유진챔피언단기채증권자투자신탁(채권),2025-12-31,수수료선취-오프라인형(A),A,,오프라인,납입금액의 0.10%,0.3,0.2,,,KR5122420005_p4_0009,4,투자설명서 복사본/KR5122420005/R2_KR5122420005.pdf
KR5122420005,유진챔피언단기채증권자투자신탁(채권),2025-12-31,수수료선취-오프라인형(A2),A2,,오프라인,납입금액의 0.30% 이내,0.15,0.05,,,KR5122420005_p4_0009,4,투자설명서 복사본/KR5122420005/R2_KR5122420005.pdf
KR5122420005,유진챔피언단기채증권자투자신탁(채권),2025-12-31,수수료미징구-오프라인형(C),C,,오프라인,없음,0.39,0.29,,,KR5122420005_p4_0009,4,투자설명서 복사본/KR5122420005/R2_KR5122420005.pdf
KR5122420005,유진챔피언단기채증권자투자신탁(채권),2025-12-31,수수료선취-온라인형(A-E),A-E,,온라인,납입금액의 0.05%,0.2,0.1,,,KR5122420005_p4_0009,4,투자설명서 복사본/KR5122420005/R2_KR5122420005.pdf
KR5122420005,유진챔피언단기채증권자투자신탁(채권),2025-12-31,수수료미징구-온라인형(C-E),C-E,,온라인,없음,0.245,0.145,,,KR5122420005_p4_0009,4,투자설명서 복사본/KR5122420005/R2_KR5122420005.pdf
KR5123365001,키움 연금 증권 자투자신탁 제C1호[국공채],2025-03-25,투자신탁,,,,없음,0.31,0.2,0.39,0.317,KR5123365001_p3_0009,3,투자설명서 복사본/KR5123365001/R2_KR5123365001.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료선취- 오프라인(A1),A1,,오프라인,,0.275,0.15,0.35,,KR5123420015_p3_0009,3,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료미징구 -오프라인 (C1),C1,,오프라인,,0.375,0.25,0.39,,KR5123420015_p3_0009,3,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료선취- 온라인(A-e),A-e,,온라인,,0.2,0.075,0.24,,KR5123420015_p3_0009,3,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료미징구 -온라인(C- e),C-e,,온라인,,0.25,0.125,0.25,,KR5123420015_p3_0009,3,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료미징구-오 프라인-기관 (C-F),C-F,,오프라인,,0.145,,,0.158,KR5123420015_p27_0088,27,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료미징구-오 프라인-랩 (C-W),C-W,,오프라인,,0.125,,,0.138,KR5123420015_p27_0088,27,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료후취-온라 인슈퍼 (S),S,,온라인슈퍼,,0.2,,,0.2107,KR5123420015_p27_0088,27,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료미징구-오 프라인-개인연금 (C-P),C-P,연금저축,오프라인,,0.335,,,0.3481,KR5123420015_p27_0088,27,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료미징구-오 프라인-퇴직연금 (C-P2(퇴직연 금)),C-P2,퇴직연금,오프라인,,0.325,,,0.3373,KR5123420015_p27_0088,27,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료미징구-오 프라인-고액 (C-I),C-I,,오프라인,,0.155,,,0.155,KR5123420015_p27_0088,27,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],2025-03-25,수수료미징구-오 프라인-고액 (C-I2),C-I2,,오프라인,,0.185,,,0.185,KR5123420015_p27_0088,27,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf
KR5123420039,키움파이어니어ESG증권자투자신탁제1호[채권],2025-01-19,수수료미징구 -오프라인- 퇴직연금(C),C,퇴직연금,오프라인,,0.37,0.2,0.39,,KR5123420039_p4_0009,4,투자설명서 복사본/KR5123420039/R2_KR5123420039.pdf
KR5123420039,키움파이어니어ESG증권자투자신탁제1호[채권],2025-01-19,수수료미징구 -온라인-퇴 직연금 (C- e),C-e,퇴직연금,온라인,,0.27,0.1,0.25,,KR5123420039_p4_0009,4,투자설명서 복사본/KR5123420039/R2_KR5123420039.pdf
KR5123420039,키움파이어니어ESG증권자투자신탁제1호[채권],2025-01-19,"수수료미징구-오 프라인-퇴직연 금,고액(C-I)",C-I,퇴직연금,오프라인,,0.22,,,0.22,KR5123420039_p31_0089,31,투자설명서 복사본/KR5123420039/R2_KR5123420039.pdf
KR5123420049,키움더드림단기채증권투자신탁[채권],2025-01-19,수수료선취- 오프라인(A),A,,오프라인,,0.275,0.2,0.34,,KR5123420049_p3_0009,3,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf
KR5123420049,키움더드림단기채증권투자신탁[채권],2025-01-19,수수료미징 구-오프라인 (C),C,,오프라인,,0.325,0.25,0.39,,KR5123420049_p3_0009,3,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf
KR5123420049,키움더드림단기채증권투자신탁[채권],2025-01-19,수수료선취- 온라인(A-e),A-e,,온라인,,0.175,0.1,0.25,,KR5123420049_p3_0009,3,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf
KR5123420049,키움더드림단기채증권투자신탁[채권],2025-01-19,수수료미징 구-온라인 (C-e),C-e,,온라인,,0.2,0.125,0.25,,KR5123420049_p3_0009,3,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf
KR5123420049,키움더드림단기채증권투자신탁[채권],2025-01-19,수수료미징구-오 프라인-고액(C-I),C-I,,오프라인,,0.125,,,0.1347,KR5123420049_p25_0080,25,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf
KR5123420049,키움더드림단기채증권투자신탁[채권],2025-01-19,수수료미징구-오 프라인-기관 (C-F),C-F,,오프라인,,0.095,,,0.1047,KR5123420049_p25_0080,25,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf
KR5123420049,키움더드림단기채증권투자신탁[채권],2025-01-19,수수료미징구-오 프라인-랩 (C- W),C-W,,오프라인,,0.075,,,0.0844,KR5123420049_p25_0080,25,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf
KR5123420049,키움더드림단기채증권투자신탁[채권],2025-01-19,수수료미징구-오 프라인-개인연금 (C-P),C-P,연금저축,오프라인,,0.295,,,0.3046,KR5123420049_p25_0080,25,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf
KR5123420049,키움더드림단기채증권투자신탁[채권],2025-01-19,수수료미징구-오 프라인-퇴직연금 (C-P2(퇴직연 금)),C-P2,퇴직연금,오프라인,,0.285,,,0.2947,KR5123420049_p25_0080,25,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf
KR5123420049,키움더드림단기채증권투자신탁[채권],2025-01-19,수수료후취-온라 인슈퍼 (S),S,,온라인슈퍼,,0.155,,,0.1644,KR5123420049_p25_0080,25,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf
KR5125450023,신영밸류고배당증권자투자신탁(주식),2025-05-25,A(수수료선취- 오프라인),A,,오프라인,납입금액의 1.0% 이내,1.18,0.74,,,KR5125450023_p3_0008,3,투자설명서 복사본/KR5125450023/R2_KR5125450023.pdf
KR5125450023,신영밸류고배당증권자투자신탁(주식),2025-05-25,C(수수료미징구 - 오프라인),C,,오프라인,없음,1.35,0.91,,,KR5125450023_p3_0008,3,투자설명서 복사본/KR5125450023/R2_KR5125450023.pdf
KR5125450023,신영밸류고배당증권자투자신탁(주식),2025-05-25,Ae(수수료선취- 온라인),Ae,,온라인,납입금액의 0.5% 이내,0.81,0.37,,,KR5125450023_p3_0008,3,투자설명서 복사본/KR5125450023/R2_KR5125450023.pdf
KR5125450023,신영밸류고배당증권자투자신탁(주식),2025-05-25,e(수수료미징구 - 온라인),e,,온라인,없음,0.895,0.455,,,KR5125450023_p3_0008,3,투자설명서 복사본/KR5125450023/R2_KR5125450023.pdf
KR5125450070,신영마라톤증권자투자신탁(주식),2025-05-24,A(수수료선취 -오프라인),A,,오프라인,,1.19,,,,KR5125450070_p3_0008,3,투자설명서 복사본/KR5125450070/R2_KR5125450070.pdf
KR5125450070,신영마라톤증권자투자신탁(주식),2025-05-24,C(수수료미징 구 - 오프라인),C,,오프라인,,1.49,,,,KR5125450070_p3_0008,3,투자설명서 복사본/KR5125450070/R2_KR5125450070.pdf
KR5125450070,신영마라톤증권자투자신탁(주식),2025-05-24,Ae(수수료선 취-온라인),Ae,,온라인,,0.84,,,,KR5125450070_p3_0008,3,투자설명서 복사본/KR5125450070/R2_KR5125450070.pdf
KR5125450070,신영마라톤증권자투자신탁(주식),2025-05-24,e(수수료미징 구 - 온라인),e,,온라인,,0.99,,,,KR5125450070_p3_0008,3,투자설명서 복사본/KR5125450070/R2_KR5125450070.pdf
KR5127450117,KB 그로스 포커스 증권 자투자신탁(주식)(35432),2025-11-04,수수료선취-오프라인(A),A,,오프라인,납입금액의 1% 이내,1.306,0.583,1.42,1.307,KR5127450117_p4_0010,4,투자설명서 복사본/KR5127450117/R2_KR5127450117.pdf
KR5127450117,KB 그로스 포커스 증권 자투자신탁(주식)(35432),2025-11-04,수수료미징구-오프라인-보수체감(C,,,오프라인,없음 ),2.223,1.5,1.6,2.223,KR5127450117_p4_0010,4,투자설명서 복사본/KR5127450117/R2_KR5127450117.pdf
KR5127450117,KB 그로스 포커스 증권 자투자신탁(주식)(35432),2025-11-04,수수료선취-온라인(A-E),A-E,,온라인,납입금액의 0.5% 이내,1.014,0.291,1.14,1.015,KR5127450117_p4_0010,4,투자설명서 복사본/KR5127450117/R2_KR5127450117.pdf
KR5127450117,KB 그로스 포커스 증권 자투자신탁(주식)(35432),2025-11-04,수수료미징구-온라인(C-E),C-E,,온라인,없음,1.713,0.99,1.18,1.713,KR5127450117_p4_0010,4,투자설명서 복사본/KR5127450117/R2_KR5127450117.pdf
KR5127450473,KB 코리아 밸류업 액티브 증권 자투자신탁(주식)(EG176),2025-11-26,수수료미징구-오프라인(C),C,,오프라인,없음,1.66,0.9,,,KR5127450473_p5_0010,5,투자설명서 복사본/KR5127450473/R2_KR5127450473.pdf
KR5127450473,KB 코리아 밸류업 액티브 증권 자투자신탁(주식)(EG176),2025-11-26,수수료선취-온라인(A-E),A-E,,온라인,납입금액의 0.5% 이내,1.04,0.28,,,KR5127450473_p5_0010,5,투자설명서 복사본/KR5127450473/R2_KR5127450473.pdf
KR5127450473,KB 코리아 밸류업 액티브 증권 자투자신탁(주식)(EG176),2025-11-26,수수료미징구-온라인(C-E),C-E,,온라인,없음,1.21,0.45,,,KR5127450473_p5_0010,5,투자설명서 복사본/KR5127450473/R2_KR5127450473.pdf
KR5129420025,한화내일받는단기국공채증권 자투자신탁(채권),2025-10-15,수수료선취-오프라인(A),A,,오프라인,납입금액의 0.2%,0.107,,,,KR5129420025_p6_0009,6,투자설명서 복사본/KR5129420025/R2_KR5129420025.pdf
KR5129420025,한화내일받는단기국공채증권 자투자신탁(채권),2025-10-15,수수료미징구오프라인(C),C,,오프라인,없음,0.247,,,,KR5129420025_p6_0009,6,투자설명서 복사본/KR5129420025/R2_KR5129420025.pdf
KR5129420025,한화내일받는단기국공채증권 자투자신탁(채권),2025-10-15,수수료선취-온라인(A-e,,,온라인,납입금액의 0.1% 이하,0.102,,,,KR5129420025_p6_0009,6,투자설명서 복사본/KR5129420025/R2_KR5129420025.pdf
KR5129420025,한화내일받는단기국공채증권 자투자신탁(채권),2025-10-15,수수료미징구온라인(C-e,,,온라인,없음,0.172,,,,KR5129420025_p6_0009,6,투자설명서 복사본/KR5129420025/R2_KR5129420025.pdf
KR5129420025,한화내일받는단기국공채증권 자투자신탁(채권),2025-10-15,수수료선취-온라인(A-e),A-e,,온라인,,0.102,,,0.1043,KR5129420025_p49_0129,49,투자설명서 복사본/KR5129420025/R2_KR5129420025.pdf
KR5129420025,한화내일받는단기국공채증권 자투자신탁(채권),2025-10-15,수수료선취-오프라인-전환 가능 (A-u),A-u,,오프라인,,0.195,,,0.195,KR5129420025_p49_0129,49,투자설명서 복사본/KR5129420025/R2_KR5129420025.pdf
KR5129420025,한화내일받는단기국공채증권 자투자신탁(채권),2025-10-15,수수료선취-오프라인-전환 가능 (A-u2),A-u2,,오프라인,,0.187,,,0.187,KR5129420025_p49_0129,49,투자설명서 복사본/KR5129420025/R2_KR5129420025.pdf
KR5129420025,한화내일받는단기국공채증권 자투자신탁(채권),2025-10-15,수수료미징구-온라인(C-e),C-e,,온라인,,0.172,,,0.1743,KR5129420025_p49_0129,49,투자설명서 복사본/KR5129420025/R2_KR5129420025.pdf
KR5129420025,한화내일받는단기국공채증권 자투자신탁(채권),2025-10-15,수수료미징구-오프라인- 개인연금(C-P(연금저축)),C-P,연금저축,오프라인,,0.207,,,0.2093,KR5129420025_p49_0129,49,투자설명서 복사본/KR5129420025/R2_KR5129420025.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료선취- 오프라인(A),A,,오프라인,납입금액의 0.30% 이내,0.282,,,,KR5129420031_p6_0010,6,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료선취-온라인(A-e),A-e,,온라인,,0.232,,0.25,0.2344,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-오프라인(C),C,,오프라인,,0.412,,0.4,0.4144,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-온라인(C-e),C-e,,온라인,,0.362,,0.27,0.3644,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-오프라인- 사원복지연기금(C-g),C-g,,오프라인,,0.332,,,0.332,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-오프라인- 고액(C-i),C-i,,오프라인,,0.212,,,0.2144,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-오프라인- 개인연금(C-P(연금저축)),C-P,연금저축,오프라인,,0.352,,,0.3544,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-온라인- 개인연금(C-Pe(연금저축)),C-Pe,연금저축,온라인,,0.267,,,0.2693,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-오프라인- 퇴직연금(C-RP(퇴직연금)),C-RP,퇴직연금,오프라인,,0.342,,,0.3444,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-온라인- 퇴직연금(C-RPe(퇴직연금)),C-RPe,퇴직연금,온라인,,0.262,,,0.2645,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,"수수료미징구-오프라인- 퇴직연금, 펀드 등 (Cf-RP(퇴직연금))",Cf-RP,퇴직연금,오프라인,,0.202,,,0.202,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,"수수료미징구-오프라인- 퇴직연금, 고액(Ci-RP(퇴직연금)",Ci-RP,퇴직연금,오프라인,,0.257,,,0.2595,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,"수수료미징구-오프라인- 기관, 펀드 등(Cw)",Cw,,오프라인,,0.102,,,0.1044,KR5129420031_p37_0085,37,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료후취-온라인슈퍼(S),S,,온라인슈퍼,,0.332,,,0.332,KR5129420031_p38_0089,38,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-온라인슈퍼- 개인연금(S-P(연금저축)),S-P,연금저축,온라인슈퍼,,0.302,,,0.302,KR5129420031_p38_0089,38,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-온라인슈퍼- 퇴직연금(S-RP(퇴직연금)),S-RP,퇴직연금,온라인슈퍼,,0.292,,,0.292,KR5129420031_p38_0089,38,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구- 온라인직접판매(J-e),J-e,,온라인,,0.257,,,0.257,KR5129420031_p38_0089,38,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-온라인직접판매-개 인연금(J-Pe(연금저축)),J-Pe,연금저축,온라인,,0.227,,,0.227,KR5129420031_p38_0089,38,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),2025-11-18,수수료미징구-온라인직접판매-퇴 직연금(J-RPe(퇴직연금)),J-RPe,퇴직연금,온라인,,0.2195,,,0.2195,KR5129420031_p38_0089,38,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf
KR5131420007,DB정통크레딧증권자투자신탁[채권],2025-09-04,수수료선취- 오프라인(A),A,,오프라인,수수료선취- 오프라인(A),0.27,,,,KR5131420007_p3_0007,3,투자설명서 복사본/KR5131420007/R2_KR5131420007.pdf
KR5131420007,DB정통크레딧증권자투자신탁[채권],2025-09-04,수수료미징구- 오프라인(C),C,,오프라인,수수료미징구- 오프라인(C),0.52,,,,KR5131420007_p3_0007,3,투자설명서 복사본/KR5131420007/R2_KR5131420007.pdf
KR5131420007,DB정통크레딧증권자투자신탁[채권],2025-09-04,수수료선취- 온라인(A-E),A-E,,온라인,수수료선취- 온라인(A-E),0.195,,,,KR5131420007_p3_0007,3,투자설명서 복사본/KR5131420007/R2_KR5131420007.pdf
KR5131420007,DB정통크레딧증권자투자신탁[채권],2025-09-04,수수료미징구- 온라인(C-E),C-E,,온라인,수수료미징구- 온라인(C-E),0.32,,,,KR5131420007_p3_0007,3,투자설명서 복사본/KR5131420007/R2_KR5131420007.pdf
KR5131420025,DB다같이장기채권증권투자신탁[채권],2026-01-06,수수료선취- 오프라인(A),A,,오프라인,납입금액의 0.3%이내,0.25,0.15,,,KR5131420025_p3_0009,3,투자설명서 복사본/KR5131420025/R2_KR5131420025.pdf
KR5131420025,DB다같이장기채권증권투자신탁[채권],2026-01-06,수수료미징구- 오프라인(C),C,,오프라인,없음,0.55,0.45,,,KR5131420025_p3_0009,3,투자설명서 복사본/KR5131420025/R2_KR5131420025.pdf
KR5131420025,DB다같이장기채권증권투자신탁[채권],2026-01-06,수수료선취- 온라인(A-E),A-E,,온라인,납입금액의 0.15%이내,0.175,0.075,,,KR5131420025_p3_0009,3,투자설명서 복사본/KR5131420025/R2_KR5131420025.pdf
KR5131420025,DB다같이장기채권증권투자신탁[채권],2026-01-06,수수료미징구- 온라인(C-E),C-E,,온라인,없음,0.3,0.2,,,KR5131420025_p3_0009,3,투자설명서 복사본/KR5131420025/R2_KR5131420025.pdf
KR5139420015,흥국멀티크레딧증권자투자신탁[채권],2025-07-30,수수료선취 -오프라인(A),A,,오프라인,납입금액 의 0.1% 이내,0.2425,0.12,0.34,0.2544,KR5139420015_p5_0009,5,투자설명서 복사본/KR5139420015/R2_KR5139420015.pdf
KR5139420015,흥국멀티크레딧증권자투자신탁[채권],2025-07-30,수수료미징구-오프라인(C),C,,오프라인,없음,0.343,0.2205,0.4,0.3548,KR5139420015_p5_0009,5,투자설명서 복사본/KR5139420015/R2_KR5139420015.pdf
KR5139420015,흥국멀티크레딧증권자투자신탁[채권],2025-07-30,수수료선취 -온라인(A-e),A-e,,온라인,납입금액 의 0.05% 이내,0.1825,0.06,0.25,0.1944,KR5139420015_p5_0009,5,투자설명서 복사본/KR5139420015/R2_KR5139420015.pdf
KR5139420015,흥국멀티크레딧증권자투자신탁[채권],2025-07-30,수수료미징구-온라인(C-e),C-e,,온라인,없음,0.2325,0.11,0.26,0.2443,KR5139420015_p5_0009,5,투자설명서 복사본/KR5139420015/R2_KR5139420015.pdf
KR5139420020,흥국퇴직연금멀티크레딧증권자투자신탁[채권],2025-11-05,수수료미징구-오프라인-퇴직연금(C),C,퇴직연금,오프라인,없음,0.3125,,0.4,0.3248,KR5139420020_p5_0008,5,투자설명서 복사본/KR5139420020/R2_KR5139420020.pdf
KR5139420020,흥국퇴직연금멀티크레딧증권자투자신탁[채권],2025-11-05,수수료미징구-온라인-퇴직연금(C-e),C-e,퇴직연금,온라인,없음,0.2175,,0.27,0.2298,KR5139420020_p5_0008,5,투자설명서 복사본/KR5139420020/R2_KR5139420020.pdf
KR5144420020,NH-Amundi 국채10년 인덱스 증권자투자신탁[채권],2025-09-01,수수료선취-오프라인(A),A,,오프라인,납입금액의 0.3%이내,0.26,0.14,0.34,,KR5144420020_p5_0011,5,투자설명서 복사본/KR5144420020/R2_KR5144420020.pdf
KR5144420020,NH-Amundi 국채10년 인덱스 증권자투자신탁[채권],2025-09-01,수수료선취-오프라인(A2),A2,,오프라인,납입금액의 0.4%이내,0.16,0.04,,,KR5144420020_p5_0011,5,투자설명서 복사본/KR5144420020/R2_KR5144420020.pdf
KR5144420020,NH-Amundi 국채10년 인덱스 증권자투자신탁[채권],2025-09-01,수수료미징구-오프라인(C),C,,오프라인,없음,0.57,0.45,0.4,,KR5144420020_p5_0011,5,투자설명서 복사본/KR5144420020/R2_KR5144420020.pdf
KR5144420020,NH-Amundi 국채10년 인덱스 증권자투자신탁[채권],2025-09-01,수수료선취-투자비용,,,,납입금액의 0.15%이내,0.17,0.05,0.25,,KR5144420020_p5_0011,5,투자설명서 복사본/KR5144420020/R2_KR5144420020.pdf
KR5144420020,NH-Amundi 국채10년 인덱스 증권자투자신탁[채권],2025-09-01,수수료미징구-온라인(Ce),Ce,,온라인,없음,0.27,0.15,0.27,,KR5144420020_p5_0011,5,투자설명서 복사본/KR5144420020/R2_KR5144420020.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료선취-오프라인(A),A,,오프라인,납입금액의 0.2%이내,0.365,0.2,0.58,,KR5144420081_p5_0009,5,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료선취-오프라인(A2),A2,,오프라인,납입금액의 0.4%이내,0.275,0.11,,,KR5144420081_p5_0009,5,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료미징구-오프라인(C),C,,오프라인,없음,0.465,0.3,0.46,,KR5144420081_p5_0009,5,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료선취-온라인(Ae),Ae,,온라인,납입금액의 0.1%이내,0.265,0.1,0.5,,KR5144420081_p5_0009,5,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료미징구-온라인(Ce),Ce,,온라인,없음,0.315,0.15,0.58,,KR5144420081_p5_0009,5,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료선취-오프라인-무권유저비용(AG),AG,,오프라인,,0.285,,,,KR5144420081_p32_0088,32,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료미징구-오프라인-무권유저비용(CG),CG,,오프라인,,0.34,,,,KR5144420081_p32_0088,32,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],2025-01-25,수수료미징구-오프라인-기관(Cf),Cf,,오프라인,,0.195,,,,KR5144420081_p32_0088,32,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf
