doc_id,doc_type,fund_code,fund_name,kofia_code,base_date,n_pages,n_ocr_pages,n_chunks,n_tables,status,source_path,error
doc31,연금문서,,,,,11,11,7,0,OK,docs_renamed 복사본/doc31.pdf,
doc32,연금문서,,,,,15,15,10,0,OK,docs_renamed 복사본/doc32.pdf,
doc35,연금문서,,,,,1,0,1,0,OK,docs_renamed 복사본/doc35.docx,
doc37,연금문서,,,,,8,8,10,0,OK,docs_renamed 복사본/doc37.pdf,
doc38,연금문서,,,,,1,0,3,1,OK,docs_renamed 복사본/doc38.docx,
doc39,연금문서,,,,,1,0,5,1,OK,docs_renamed 복사본/doc39.docx,
doc4,연금문서,,,,,2,2,3,0,OK,docs_renamed 복사본/doc4.pdf,
doc40,연금문서,,,,,1,0,4,1,OK,docs_renamed 복사본/doc40.docx,
doc41,연금문서,,,,,1,0,3,1,OK,docs_renamed 복사본/doc41.docx,
doc42,연금문서,,,,,1,0,5,2,OK,docs_renamed 복사본/doc42.docx,
doc43,연금문서,,,,,1,0,6,2,OK,docs_renamed 복사본/doc43.docx,
doc44,연금문서,,,,,1,0,2,0,OK,docs_renamed 복사본/doc44.docx,
doc45,연금문서,,,,,1,0,3,0,OK,docs_renamed 복사본/doc45.docx,
doc46,연금문서,,,,,1,0,3,0,OK,docs_renamed 복사본/doc46.pdf,
doc47,연금문서,,,,,1,0,2,0,OK,docs_renamed 복사본/doc47.pdf,
doc48,연금문서,,,,,1,0,3,0,OK,docs_renamed 복사본/doc48.pdf,
doc5,연금문서,,,,,4,4,8,0,OK,docs_renamed 복사본/doc5.pdf,
doc51,연금문서,,,,,1,0,5,2,OK,docs_renamed 복사본/doc51.docx,
doc52,연금문서,,,,,1,0,6,2,OK,docs_renamed 복사본/doc52.docx,
doc53,연금문서,,,,,2,0,2,0,OK,docs_renamed 복사본/doc53.pdf,
doc54,연금문서,,,,,18,18,18,0,OK,docs_renamed 복사본/doc54.pdf,
doc55,연금문서,,,,,1,0,54,7,OK,docs_renamed 복사본/doc55.docx,
doc56,연금문서,,,,,2,2,2,0,OK,docs_renamed 복사본/doc56.pdf,
doc57,연금문서,,,,,1,0,1,0,OK,docs_renamed 복사본/doc57.pdf,
doc58,연금문서,,,,,3,0,1,0,LOW_YIELD,docs_renamed 복사본/doc58.pdf,
doc7,연금문서,,,,,21,20,15,0,OK,docs_renamed 복사본/doc7.pdf,
doc8,연금문서,,,,,10,10,4,0,OK,docs_renamed 복사본/doc8.pdf,
doc9,연금문서,,,,,9,9,4,0,OK,docs_renamed 복사본/doc9.pdf,
R2_KR518101002M_복사본,기타,,미래에셋퇴직플랜단기증권자투자신탁1호(채권),,2025-09-19,54,0,149,39,OK,ncp_data_test/R2_KR518101002M 복사본.pdf,
doc1,기타,,,,,3,3,5,0,OK,ncp_data_test/doc1.pdf,
KR510902511M,투자설명서,KR510902511M,미래에셋장기성장포커스증권자투자신탁1호(주식),,2025-01-17,62,0,171,45,OK,투자설명서 복사본/KR510902511M/R2_KR510902511M.pdf,
KR510902773M,투자설명서,KR510902773M,미래에셋고배당포커스연금저축증권전환형자투자신탁1호(주식),,2025-11-07,60,0,156,35,OK,투자설명서 복사본/KR510902773M/R2_KR510902773M.pdf,
KR510902777M,투자설명서,KR510902777M,미래에셋코어밸류연금저축증권전환형자투자신탁1호(주식),,2025-11-07,64,0,170,38,OK,투자설명서 복사본/KR510902777M/R2_KR510902777M.pdf,
KR5110501016,투자설명서,KR5110501016,미래에셋프리미엄크레딧알파증권자투자신탁(채권),,2025-12-23,62,0,168,48,OK,투자설명서 복사본/KR5110501016/R2_KR5110501016.pdf,
KR5110601022,투자설명서,KR5110601022,미래에셋차세대Fun인덱스증권자투자신탁[주식],,2025-07-04,65,0,176,49,OK,투자설명서 복사본/KR5110601022/R2_KR5110601022.pdf,
KR5111420047,투자설명서,KR5111420047,하나파워e단기채증권자투자신탁[채권],,2025-05-16,68,0,169,41,OK,투자설명서 복사본/KR5111420047/R2_KR5111420047.pdf,
KR5111450067,투자설명서,KR5111450067,하나IT코리아증권자투자신탁(제1호)[주식],,2025-06-27,77,0,203,58,OK,투자설명서 복사본/KR5111450067/R2_KR5111450067.pdf,
KR5113420012,투자설명서,KR5113420012,한국투자 골드플랜 연금 증권 전환형 투자신탁 1호(국공채),,2025-02-28,75,1,179,46,OK,투자설명서 복사본/KR5113420012/R2_KR5113420012.pdf,
KR5113420013,투자설명서,KR5113420013,한국투자 골드플랜 연금 증권 전환형 자투자신탁 1호(채권),,2025-02-28,81,1,192,51,OK,투자설명서 복사본/KR5113420013/R2_KR5113420013.pdf,
KR5113420015,투자설명서,KR5113420015,한국투자 골드플랜 연금 증권 전환형 자투자신탁 1호(채권),,2025-02-28,81,1,192,51,OK,투자설명서 복사본/KR5113420015/R2_KR5113420015.pdf,
KR5113420069,투자설명서,KR5113420069,한국투자 크레딧포커스 ESG 증권 자투자신탁 1호(채권),,2025-11-28,88,1,214,63,OK,투자설명서 복사본/KR5113420069/R2_KR5113420069.pdf,
KR5113450111,투자설명서,KR5113450111,한국투자 골드플랜 연금 증권 전환형 투자신탁 1호(주식),,2025-02-28,75,1,181,46,OK,투자설명서 복사본/KR5113450111/R2_KR5113450111.pdf,
KR5113450401,투자설명서,KR5113450401,한국투자 중소밸류 증권 자투자신탁(주식),,2025-08-29,86,1,210,59,OK,투자설명서 복사본/KR5113450401/R2_KR5113450401.pdf,
KR5113470030,투자설명서,KR5113470030,한국투자 인덱스플러스 증권 투자신탁 1호(주식-파생형),,2025-10-31,80,1,199,56,OK,투자설명서 복사본/KR5113470030/R2_KR5113470030.pdf,
KR5113470031,투자설명서,KR5113470031,한국투자 인덱스플러스 증권 투자신탁 1호(주식-파생형),,2025-10-31,80,1,199,56,OK,투자설명서 복사본/KR5113470031/R2_KR5113470031.pdf,
KR5114420016,투자설명서,KR5114420016,삼성ABF코리아장기채권인덱스증권투자신탁[채권],,2025-05-30,100,1,223,72,OK,투자설명서 복사본/KR5114420016/R2_KR5114420016.pdf,
KR5114420022,투자설명서,KR5114420022,삼성클래식연금증권전환형투자신탁 제1호[채권],,2025-03-07,73,1,161,47,OK,투자설명서 복사본/KR5114420022/R2_KR5114420022.pdf,
KR5114420027,투자설명서,KR5114420027,삼성코리아중기채권증권자투자신탁 제1호[채권],,2025-07-18,90,2,202,67,OK,투자설명서 복사본/KR5114420027/R2_KR5114420027.pdf,
KR5114420046,투자설명서,KR5114420046,삼성퇴직연금인덱스12M증권자투자신탁 제1호[채권],,2026-01-13,64,2,137,42,OK,투자설명서 복사본/KR5114420046/R2_KR5114420046.pdf,
KR5114450222,투자설명서,KR5114450222,삼성클래식연금증권전환형자투자신탁 제1호[주식],,2025-01-24,77,1,161,47,OK,투자설명서 복사본/KR5114450222/R2_KR5114450222.pdf,
KR5114450270,투자설명서,KR5114450270,삼성퇴직연금KOSPI200증권자투자신탁 제1호[주식],,2026-01-13,64,1,141,41,OK,투자설명서 복사본/KR5114450270/R2_KR5114450270.pdf,
KR5116501001,투자설명서,KR5116501001,브이아이 퇴직연금 증권 자투자신탁 1호[채권],63421,2021-02-01,60,0,152,39,OK,투자설명서 복사본/KR5116501001/R2_KR5116501001.pdf,
KR5117420097,투자설명서,KR5117420097,신한초단기채증권투자신탁[채권],,2025-08-07,55,1,142,31,OK,투자설명서 복사본/KR5117420097/R2_KR5117420097.pdf,
KR5118201004,투자설명서,KR5118201004,우리하이플러스채권증권자투자신탁1호(채권),,2025-10-31,72,0,176,46,OK,투자설명서 복사본/KR5118201004/R2_KR5118201004.pdf,
KR5118420006,투자설명서,KR5118420006,우리나라초단기채권증권투자신탁[채권],,2025-10-31,65,0,164,47,OK,투자설명서 복사본/KR5118420006/R2_KR5118420006.pdf,
KR5118420036,투자설명서,KR5118420036,우리나라중단기ESG채권증권자투자신탁1호(채권),,2025-01-31,74,0,167,38,OK,투자설명서 복사본/KR5118420036/R2_KR5118420036.pdf,
KR5118420062,투자설명서,KR5118420062,우리단기채권증권투자신탁(채권),,2025-10-31,63,0,164,43,OK,투자설명서 복사본/KR5118420062/R2_KR5118420062.pdf,
KR5119450058,투자설명서,KR5119450058,신한코리아롱숏증권자투자신탁[주식],,2025-02-14,64,2,175,44,OK,투자설명서 복사본/KR5119450058/R2_KR5119450058.pdf,
KR5119501001,투자설명서,KR5119501001,신한퇴직연금국공채증권자투자신탁[채권],,2025-08-07,50,2,133,32,OK,투자설명서 복사본/KR5119501001/R2_KR5119501001.pdf,
KR5119520012,투자설명서,KR5119520012,신한상대가치장기증권자투자신탁[채권],,2025-02-20,65,2,174,40,OK,투자설명서 복사본/KR5119520012/R2_KR5119520012.pdf,
KR5120420039,투자설명서,KR5120420039,교보악사 Tomorrow 장기우량 증권투자신탁 K-1호(채권),,2025-09-04,80,0,197,50,OK,투자설명서 복사본/KR5120420039/R2_KR5120420039.pdf,
KR5120420091,투자설명서,KR5120420091,교보악사 내일환매 초단기우량채증권투자신탁[채권],,2025-12-20,81,2,176,39,OK,투자설명서 복사본/KR5120420091/R2_KR5120420091.pdf,
KR5120450015,투자설명서,KR5120450015,교보악사 파워인덱스 증권 자투자신탁 1호 (주식),,2024-12-18,89,4,198,45,OK,투자설명서 복사본/KR5120450015/R2_KR5120450015.pdf,
KR5120450018,투자설명서,KR5120450018,교보악사 파워인덱스 증권 자투자신탁 1호 (주식),,2024-12-18,89,4,198,45,OK,투자설명서 복사본/KR5120450018/R2_KR5120450018.pdf,
KR5120451001,투자설명서,KR5120451001,교보악사 파워인덱스증권자투자신탁 2호[주식],,2025-06-03,75,0,164,36,OK,투자설명서 복사본/KR5120451001/R2_KR5120451001.pdf,
KR5122420005,투자설명서,KR5122420005,유진챔피언단기채증권자투자신탁(채권),,2025-12-31,70,0,199,54,OK,투자설명서 복사본/KR5122420005/R2_KR5122420005.pdf,
KR5123365001,투자설명서,KR5123365001,키움 연금 증권 자투자신탁 제C1호[국공채],,2025-03-25,44,0,140,29,OK,투자설명서 복사본/KR5123365001/R2_KR5123365001.pdf,
KR5123420015,투자설명서,KR5123420015,키움 단기 국공채 증권 자투자신탁 제1호[채권],,2025-03-25,55,0,185,50,OK,투자설명서 복사본/KR5123420015/R2_KR5123420015.pdf,
KR5123420039,투자설명서,KR5123420039,키움파이어니어ESG증권자투자신탁제1호[채권],,2025-01-19,55,0,158,39,OK,투자설명서 복사본/KR5123420039/R2_KR5123420039.pdf,
KR5123420049,투자설명서,KR5123420049,키움더드림단기채증권투자신탁[채권],,2025-01-19,55,0,184,52,OK,투자설명서 복사본/KR5123420049/R2_KR5123420049.pdf,
KR5123490013,투자설명서,KR5123490013,키움 Smart Investor 분할매수 증권 자투자신탁 제1호,,2025-05-12,65,0,210,55,OK,투자설명서 복사본/KR5123490013/R2_KR5123490013.pdf,
KR5123490016,투자설명서,KR5123490016,키움 Smart Investor 분할매수 증권 자투자신탁 제1호,,2025-05-12,65,0,210,55,OK,투자설명서 복사본/KR5123490016/R2_KR5123490016.pdf,
KR5123490017,투자설명서,KR5123490017,키움 Smart Investor 분할매수 증권 자투자신탁 제1호,,2025-05-12,65,0,210,55,OK,투자설명서 복사본/KR5123490017/R2_KR5123490017.pdf,
KR5125450023,투자설명서,KR5125450023,신영밸류고배당증권자투자신탁(주식),,2025-05-25,61,0,191,57,OK,투자설명서 복사본/KR5125450023/R2_KR5125450023.pdf,
KR5125450070,투자설명서,KR5125450070,신영마라톤증권자투자신탁(주식),,2025-05-24,59,0,188,58,OK,투자설명서 복사본/KR5125450070/R2_KR5125450070.pdf,
KR5127420034,투자설명서,KR5127420034,KB스타 중기 국공채 증권 자투자신탁(채권)(41371),,2024-12-31,48,0,133,35,OK,투자설명서 복사본/KR5127420034/R2_KR5127420034.pdf,
KR5127420039,투자설명서,KR5127420039,KB스타 중기 국공채 증권 자투자신탁(채권)(41371),,2024-12-31,48,0,133,35,OK,투자설명서 복사본/KR5127420039/R2_KR5127420039.pdf,
KR5127420045,투자설명서,KR5127420045,KB스타 단기 국공채 증권 자투자신탁(채권)(B5517),,2025-09-25,52,0,140,37,OK,투자설명서 복사본/KR5127420045/R2_KR5127420045.pdf,
KR5127420083,투자설명서,KR5127420083,KB 장기국채 플러스 증권 자투자신탁(채권)(BG607),,2025-10-30,48,0,126,30,OK,투자설명서 복사본/KR5127420083/R2_KR5127420083.pdf,
KR5127450117,투자설명서,KR5127450117,KB 그로스 포커스 증권 자투자신탁(주식)(35432),,2025-11-04,51,0,145,39,OK,투자설명서 복사본/KR5127450117/R2_KR5127450117.pdf,
KR5127450215,투자설명서,KR5127450215,KB스타 코스닥150 인덱스 증권 자투자신탁(주식-파생형)(BD844),,2025-06-27,52,0,145,37,OK,투자설명서 복사본/KR5127450215/R2_KR5127450215.pdf,
KR5127450217,투자설명서,KR5127450217,KB스타 코스닥150 인덱스 증권 자투자신탁(주식-파생형)(BD844),,2025-06-27,52,0,145,37,OK,투자설명서 복사본/KR5127450217/R2_KR5127450217.pdf,
KR5127450473,투자설명서,KR5127450473,KB 코리아 밸류업 액티브 증권 자투자신탁(주식)(EG176),,2025-11-26,53,0,135,30,OK,투자설명서 복사본/KR5127450473/R2_KR5127450473.pdf,
KR5129420025,투자설명서,KR5129420025,한화내일받는단기국공채증권 자투자신탁(채권),,2025-10-15,80,0,203,51,OK,투자설명서 복사본/KR5129420025/R2_KR5129420025.pdf,
KR5129420031,투자설명서,KR5129420031,한화코리아밸류채권증권 자투자신탁(채권),,2025-11-18,70,0,168,30,OK,투자설명서 복사본/KR5129420031/R2_KR5129420031.pdf,
KR5131420007,투자설명서,KR5131420007,DB정통크레딧증권자투자신탁[채권],,2025-09-04,53,0,159,50,OK,투자설명서 복사본/KR5131420007/R2_KR5131420007.pdf,
KR5131420025,투자설명서,KR5131420025,DB다같이장기채권증권투자신탁[채권],,2026-01-06,49,0,145,44,OK,투자설명서 복사본/KR5131420025/R2_KR5131420025.pdf,
KR5139420015,투자설명서,KR5139420015,흥국멀티크레딧증권자투자신탁[채권],85028,2025-07-30,60,0,159,42,OK,투자설명서 복사본/KR5139420015/R2_KR5139420015.pdf,
KR5139420020,투자설명서,KR5139420020,흥국퇴직연금멀티크레딧증권자투자신탁[채권],,2025-11-05,54,0,127,30,OK,투자설명서 복사본/KR5139420020/R2_KR5139420020.pdf,
KR5144420020,투자설명서,KR5144420020,NH-Amundi 국채10년 인덱스 증권자투자신탁[채권],,2025-09-01,74,0,197,47,OK,투자설명서 복사본/KR5144420020/R2_KR5144420020.pdf,
KR5144420081,투자설명서,KR5144420081,NH-Amundi USD 초단기채권 증권자투자신탁(UH)[채권],,2025-01-25,76,0,204,45,OK,투자설명서 복사본/KR5144420081/R2_KR5144420081.pdf,
KR5144420091,투자설명서,KR5144420091,NH-Amundi 하나로 단기채 증권투자신탁[채권],,2025-09-14,70,0,184,38,OK,투자설명서 복사본/KR5144420091/R2_KR5144420091.pdf,
KR5144450095,투자설명서,KR5144450095,NH-Amundi 필승 코리아 증권투자신탁 [주식],,2025-08-14,72,0,194,42,OK,투자설명서 복사본/KR5144450095/R2_KR5144450095.pdf,
KR5147430065,투자설명서,KR5147430065,KCGI코리아목표전환형증권투자신탁4호[채권혼합](운용전환일 이후),,2025-09-26,57,0,142,31,OK,투자설명서 복사본/KR5147430065/R2_KR5147430065.pdf,
KR514X450008,투자설명서,KR514X450008,VIP한국형가치투자증권자투자신탁[주식],,2022-12-31,59,0,145,33,OK,투자설명서 복사본/KR514X450008/R2_KR514X450008.pdf,
KR5152420028,투자설명서,KR5152420028,다올전단채증권투자신탁[채권],,2025-01-24,53,0,142,30,OK,투자설명서 복사본/KR5152420028/R2_KR5152420028.pdf,
KR515302022M,투자설명서,KR515302022M,KCGI코리아증권투자신탁1호[주식] (펀드코드 : AJ437),,2025-11-06,68,0,218,75,OK,투자설명서 복사본/KR515302022M/R2_KR515302022M.pdf,
KR5153420022,투자설명서,KR5153420022,미래에셋라이프사이클7090연금증권전환형자투자신탁1호(채권),,2021-03-10,60,0,160,33,OK,투자설명서 복사본/KR5153420022/R2_KR5153420022.pdf,
KR5153420063,투자설명서,KR5153420063,미래에셋솔로몬단기국공채증권자투자신탁1호(채권),,2025-02-07,57,0,157,42,OK,투자설명서 복사본/KR5153420063/R2_KR5153420063.pdf,
KR5153420079,투자설명서,KR5153420079,미래에셋솔로몬중장기국공채증권자투자신탁1호(채권),,2025-08-22,61,0,174,48,OK,투자설명서 복사본/KR5153420079/R2_KR5153420079.pdf,
KR5153420105,투자설명서,KR5153420105,미래에셋솔로몬장기국공채증권자투자신탁1호(채권),,2025-12-23,63,0,172,44,OK,투자설명서 복사본/KR5153420105/R2_KR5153420105.pdf,
KR5153420318,투자설명서,KR5153420318,미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권),,2025-10-17,67,0,187,46,OK,투자설명서 복사본/KR5153420318/R2_KR5153420318.pdf,
KR5153420339,투자설명서,KR5153420339,미래에셋프리미엄크레딧초단기증권투자신탁(채권),,2024-12-24,51,0,140,33,OK,투자설명서 복사본/KR5153420339/R2_KR5153420339.pdf,
KR5153450009,투자설명서,KR5153450009,미래에셋퇴직플랜증권자투자신탁1호(주식),,2025-03-21,49,0,137,37,OK,투자설명서 복사본/KR5153450009/R2_KR5153450009.pdf,
KR5153450112,투자설명서,KR5153450112,미래에셋라이프사이클2030연금증권전환형자투자신탁1호(주식),,2025-05-09,85,0,230,49,OK,투자설명서 복사본/KR5153450112/R2_KR5153450112.pdf,
KR5153450209,투자설명서,KR5153450209,미래에셋퇴직연금코어밸류증권자투자신탁1호(주식),,2025-07-31,49,0,137,35,OK,투자설명서 복사본/KR5153450209/R2_KR5153450209.pdf,
KR5153450250,투자설명서,KR5153450250,미래에셋퇴직연금고배당포커스증권자투자신탁1호(주식),,2025-09-05,49,0,135,34,OK,투자설명서 복사본/KR5153450250/R2_KR5153450250.pdf,
KR5153450268,투자설명서,KR5153450268,미래에셋스마트롱숏70증권자투자신탁1호(주식),,2025-12-17,65,0,183,48,OK,투자설명서 복사본/KR5153450268/R2_KR5153450268.pdf,
KR5153450431,투자설명서,KR5153450431,미래에셋인덱스플러스연금증권전환형자투자신탁1호(주식),,2025-07-31,61,0,157,35,OK,투자설명서 복사본/KR5153450431/R2_KR5153450431.pdf,
KR5153450658,투자설명서,KR5153450658,미래에셋솔로몬초단기국공채증권자투자신탁2호(채권),,2025-11-21,66,0,181,48,OK,투자설명서 복사본/KR5153450658/R2_KR5153450658.pdf,
KR5153450772,투자설명서,KR5153450772,미래에셋그린뉴딜인덱스증권자투자신탁(주식),,2025-05-09,65,0,179,46,OK,투자설명서 복사본/KR5153450772/R2_KR5153450772.pdf,
KR5153450785,투자설명서,KR5153450785,미래에셋코어테크증권자투자신탁(주식),,2026-01-06,64,0,175,46,OK,투자설명서 복사본/KR5153450785/R2_KR5153450785.pdf,
KR5153450791,투자설명서,KR5153450791,미래에셋퇴직플랜KRX100인덱스증권자투자신탁1호(주식),,2025-02-21,49,0,135,36,OK,투자설명서 복사본/KR5153450791/R2_KR5153450791.pdf,
KR5153451009,투자설명서,KR5153451009,미래에셋연금아시아퍼시픽소비성장증권자투자신탁1호(주식),,2025-12-23,62,0,173,48,OK,투자설명서 복사본/KR5153451009/R2_KR5153451009.pdf,
KR5153520012,투자설명서,KR5153520012,미래에셋퇴직플랜증권자투자신탁1호(채권),,2025-12-23,53,0,145,38,OK,투자설명서 복사본/KR5153520012/R2_KR5153520012.pdf,
KR5156450026,투자설명서,KR5156450026,베어링 고배당 증권자투자신탁(주식),,2025-12-31,60,0,175,43,OK,투자설명서 복사본/KR5156450026/R2_KR5156450026.pdf,
KR5157420003,투자설명서,KR5157420003,마이다스 우량채권 증권 자투자신탁 제1호(채권),,2025-07-29,67,1,172,51,OK,투자설명서 복사본/KR5157420003/R2_KR5157420003.pdf,
KR5157450017,투자설명서,KR5157450017,마이다스 책임투자 증권 투자신탁(주식),,2025-10-31,67,0,178,52,OK,투자설명서 복사본/KR5157450017/R2_KR5157450017.pdf,
KR5157450090,투자설명서,KR5157450090,마이다스 거북이 90 증권 자투자신탁 1호(주식),,2025-10-01,81,0,222,72,OK,투자설명서 복사본/KR5157450090/R2_KR5157450090.pdf,
KR5160420009,투자설명서,KR5160420009,코레이트셀렉트단기채증권투자신탁[채권],,2024-12-31,56,0,168,49,OK,투자설명서 복사본/KR5160420009/R2_KR5160420009.pdf,
KR516702010M,투자설명서,KR516702010M,에셋플러스 코리아 리치투게더 연금 증권 자투자신탁 1호(주식),,2025-05-20,44,1,153,44,OK,투자설명서 복사본/KR516702010M/R2_KR516702010M.pdf,
KR5169950018,투자설명서,KR5169950018,디에스Maestro증권자투자신탁[주식],,2025-07-11,73,0,190,57,OK,투자설명서 복사본/KR5169950018/R2_KR5169950018.pdf,
KR5172450019,투자설명서,KR5172450019,트러스톤칭기스칸증권투자신탁[주식],,2025-07-03,52,0,140,32,OK,투자설명서 복사본/KR5172450019/R2_KR5172450019.pdf,
KR5174420011,투자설명서,KR5174420011,한국밸류 10년투자 연금 증권전환형자투자신탁 1호(채권),,2025-01-15,52,0,148,40,OK,투자설명서 복사본/KR5174420011/R2_KR5174420011.pdf,
KR518101002M,투자설명서,KR518101002M,미래에셋퇴직플랜단기증권자투자신탁1호(채권),,2025-09-19,54,0,149,39,OK,투자설명서 복사본/KR518101002M/R2_KR518101002M.pdf,
KR518101012M,투자설명서,KR518101012M,한국투자 퇴직연금 증권 자투자신탁 1호(국공채),,2025-02-28,71,1,167,45,OK,투자설명서 복사본/KR518101012M/R2_KR518101012M.pdf,
KR518102001M,투자설명서,KR518102001M,미래에셋퇴직플랜증권자투자신탁1호(주식),,2025-03-21,49,0,137,37,OK,투자설명서 복사본/KR518102001M/R2_KR518102001M.pdf,
KR5185450009,투자설명서,KR5185450009,키움 차세대모빌리티 증권 자투자신탁 제1호[주식],,2025-06-30,59,0,198,53,OK,투자설명서 복사본/KR5185450009/R2_KR5185450009.pdf,
KR5194450018,투자설명서,KR5194450018,스팍스한국엄선투자증권자투자신탁[주식] [AY119],,2025-01-16,69,0,160,48,OK,투자설명서 복사본/KR5194450018/R2_KR5194450018.pdf,
KR555202013M,투자설명서,KR555202013M,베어링 고배당 증권 투자회사(주식),,2025-08-29,48,0,132,35,OK,투자설명서 복사본/KR555202013M/R2_KR555202013M.pdf,
